Datum,Eindeutige Besucher,Besuche,Benutzer,Aktionen,Maximale Aktionen pro Besuch,Absprünge,Von Besuchern verbrachte Gesamtzeit (in Sekunden),Wiederkehrende Besuche,Aktionen bei wiederkehrenden Besuchen,Eindeutige wiederkehrende Besucher,Wiederkehrende Benutzer,Maximale Aktionen eines wiederkehrenden Besuchs,Absprungsrate bei wiederkehrenden Besuchen,Aktionen pro wiederkehrendem Besuch,Durchschnittszeit von wiederkehrenden Besuchen,Konversionen,Besuche mit Konversionen,Umsatz,Konversionsrate,nb_conversions_new_visit,nb_visits_converted_new_visit,revenue_new_visit,conversion_rate_new_visit,nb_conversions_returning_visit,nb_visits_converted_returning_visit,revenue_returning_visit,conversion_rate_returning_visit,Seitenansichten,Eindeutige Seitenansichten,Downloads,Eindeutige Downloads,Ausgehende Verweise,Eindeutige ausgehende Verweise,Suchanfragen,Eindeutige Suchbegriffe,Absprungsrate,Aktionen pro Besuch,Durchschnittliche Besuchszeit (in Sekunden)
2019-03-24,87715,87741,2,1541788,14454,5343,62805379,17,390,17,0,153,6%,22.9,23 Minuten 23s,0,0,0,0%,0,0,0,0%,0,0,0,0%,255342,109423,1286446,366223,0,0,0,0,6%,17.6,11 Minuten 56s
