Bezeichnung,Eindeutige Downloads,Eindeutige Besucher,Downloads,Von Besuchern verbrachte Gesamtzeit (in Sekunden),Metadaten: url,Metadaten: Actions_DownloadUrl,Metadaten: segment
www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Lehrplan_vors_Volk_Unterschriftenbogen.pdf,2,2,2,0,http://www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Lehrplan_vors_Volk_Unterschriftenbogen.pdf,www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Lehrplan_vors_Volk_Unterschriftenbogen.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2Finitiativen%2Fdokumente%2FLehrplan_vors_Volk_Unterschriftenbogen.pdf
www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1923_1932_MODIFIED.geo.json,2,2,2,0,http://www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1923_1932_MODIFIED.geo.json,www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1923_1932_MODIFIED.geo.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fkrdaten_staatsarchiv%2Fgeojson%2Fkarte_1923_1932_MODIFIED.geo.json
www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1971_2015.geo.json,2,2,2,0,http://www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1971_2015.geo.json,www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1971_2015.geo.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fkrdaten_staatsarchiv%2Fgeojson%2Fkarte_1971_2015.geo.json
www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk9.pdf,2,2,2,0,http://www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk9.pdf,www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk9.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fkr11%2Famtliches%2Fpdf%2Fwk9.pdf
www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk11.pdf,2,2,2,0,http://www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk11.pdf,www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk11.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fkr11%2Famtliches%2Fpdf%2Fwk11.pdf
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_kanton.json,2,2,2,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_kanton.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_kanton.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_kanton.json
www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/krw/hochrechnung.json,2,2,3,0,http://www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/krw/hochrechnung.json,www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/krw/hochrechnung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fbackendtest%2Fdata2015test%2Falle_gruen%2Fdata%2Fkrw%2Fhochrechnung.json
www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/krw/listen.json,2,2,2,0,http://www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/krw/listen.json,www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/krw/listen.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fbackendtest%2Fdata2015test%2Falle_gruen%2Fdata%2Fkrw%2Flisten.json
www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/rrw/hochrechnung.json,2,2,2,0,http://www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/rrw/hochrechnung.json,www.wahlen.zh.ch/wahlen2019/backendtest/data2015test/alle_gruen/data/rrw/hochrechnung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fbackendtest%2Fdata2015test%2Falle_gruen%2Fdata%2Frrw%2Fhochrechnung.json
www.wahlen.zh.ch/wahlen2019/dev/data/krw/kandidaten.json,2,2,3,0,http://www.wahlen.zh.ch/wahlen2019/dev/data/krw/kandidaten.json,www.wahlen.zh.ch/wahlen2019/dev/data/krw/kandidaten.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fdev%2Fdata%2Fkrw%2Fkandidaten.json
www.wahlen.zh.ch/wahlen2019/medien/data/krw/sitzverteilung.json,2,1,15,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/krw/sitzverteilung.json,www.wahlen.zh.ch/wahlen2019/medien/data/krw/sitzverteilung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Fkrw%2Fsitzverteilung.json
www.wahlen.zh.ch/wahlen2019/medien/data/rrw/gemeinden.json,2,1,285,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/rrw/gemeinden.json,www.wahlen.zh.ch/wahlen2019/medien/data/rrw/gemeinden.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Frrw%2Fgemeinden.json
www.wahlen.zh.ch/wahlen2019/medien/data/rrw/wahlbeteiligung.json,2,1,183,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/rrw/wahlbeteiligung.json,www.wahlen.zh.ch/wahlen2019/medien/data/rrw/wahlbeteiligung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Frrw%2Fwahlbeteiligung.json
www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/wahlbeteiligung.json,2,1,2,0,http://www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/wahlbeteiligung.json,www.wahlen.zh.ch/wahlen2019/medien/data/rrw_2019/wahlbeteiligung.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen2019%2Fmedien%2Fdata%2Frrw_2019%2Fwahlbeteiligung.json
www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk 1.pdf,1,1,1,0,http://www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk%201.pdf,www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk 1.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2F07%2Fkr%2Fkandidierende%2Fpdf%2Fwk+1.pdf
www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk 2.pdf,1,1,1,0,http://www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk%202.pdf,www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk 2.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2F07%2Fkr%2Fkandidierende%2Fpdf%2Fwk+2.pdf
www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk 9.pdf,1,1,1,0,http://www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk%209.pdf,www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk 9.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2F07%2Fkr%2Fkandidierende%2Fpdf%2Fwk+9.pdf
www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk 18.pdf,1,1,1,0,http://www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk%2018.pdf,www.wahlen.zh.ch/07/kr/kandidierende/pdf/wk 18.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2F07%2Fkr%2Fkandidierende%2Fpdf%2Fwk+18.pdf
www.wahlen.zh.ch/07/nr/dokumente/Auslosung_Info.pdf,1,1,1,0,http://www.wahlen.zh.ch/07/nr/dokumente/Auslosung_Info.pdf,www.wahlen.zh.ch/07/nr/dokumente/Auslosung_Info.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2F07%2Fnr%2Fdokumente%2FAuslosung_Info.pdf
www.wahlen.zh.ch/07/nr/dokumente/kandidierende_nr07.xls,1,1,1,0,http://www.wahlen.zh.ch/07/nr/dokumente/kandidierende_nr07.xls,www.wahlen.zh.ch/07/nr/dokumente/kandidierende_nr07.xls,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2F07%2Fnr%2Fdokumente%2Fkandidierende_nr07.xls
www.wahlen.zh.ch/10/bezirk/jun/pdf/hinwilbezirkswahlen.pdf,1,1,1,0,http://www.wahlen.zh.ch/10/bezirk/jun/pdf/hinwilbezirkswahlen.pdf,www.wahlen.zh.ch/10/bezirk/jun/pdf/hinwilbezirkswahlen.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2F10%2Fbezirk%2Fjun%2Fpdf%2Fhinwilbezirkswahlen.pdf
www.wahlen.zh.ch/abstimmungen/2018_06_10/tablive_get42/excel.xls,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/2018_06_10/tablive_get42/excel.xls,www.wahlen.zh.ch/abstimmungen/2018_06_10/tablive_get42/excel.xls,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2F2018_06_10%2Ftablive_get42%2Fexcel.xls
www.wahlen.zh.ch/abstimmungen/Bundes-App/transferclient/transferclient.zip,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/Bundes-App/transferclient/transferclient.zip,www.wahlen.zh.ch/abstimmungen/Bundes-App/transferclient/transferclient.zip,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2FBundes-App%2Ftransferclient%2Ftransferclient.zip
www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Antrag vorberatenden Kommission Passivrauchen.pdf,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Antrag%20vorberatenden%20Kommission%20Passivrauchen.pdf,www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Antrag vorberatenden Kommission Passivrauchen.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2Finitiativen%2Fdokumente%2FAntrag+vorberatenden+Kommission+Passivrauchen.pdf
www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Antrag_RR_KR_Geb\xc3\xbchren_GG.pdf,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Antrag_RR_KR_Geb\xc3\xbchren_GG.pdf,www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Antrag_RR_KR_Geb\xc3\xbchren_GG.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2Finitiativen%2Fdokumente%2FAntrag_RR_KR_Geb%5Cxc3%5Cxbchren_GG.pdf
www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Ungültigkeit_Steuerbonus.pdf,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Ung%C3%BCltigkeit_Steuerbonus.pdf,www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Ungültigkeit_Steuerbonus.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2Finitiativen%2Fdokumente%2FUng%C3%BCltigkeit_Steuerbonus.pdf
www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Unterschriftenbogen Stopp Suizidhilfe.pdf,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Unterschriftenbogen%20Stopp%20Suizidhilfe.pdf,www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Unterschriftenbogen Stopp Suizidhilfe.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2Finitiativen%2Fdokumente%2FUnterschriftenbogen+Stopp+Suizidhilfe.pdf
www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Verfügung_Lehrplan_vors_Volk.pdf,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Verf%c3%bcgung_Lehrplan_vors_Volk.pdf,www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Verfügung_Lehrplan_vors_Volk.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2Finitiativen%2Fdokumente%2FVerf%C3%BCgung_Lehrplan_vors_Volk.pdf
www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Vorprüfung Nein zum Sterbetourismus.pdf,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Vorpr%C3%BCfung%20Nein%20zum%20Sterbetourismus.pdf,www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Vorprüfung Nein zum Sterbetourismus.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2Finitiativen%2Fdokumente%2FVorpr%C3%BCfung+Nein+zum+Sterbetourismus.pdf
www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Vorprüfung Steuererhöhungen.pdf,1,1,1,0,http://www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Vorpr%C3%BCfung%20Steuererh%C3%B6hungen.pdf,www.wahlen.zh.ch/abstimmungen/initiativen/dokumente/Vorprüfung Steuererhöhungen.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fabstimmungen%2Finitiativen%2Fdokumente%2FVorpr%C3%BCfung+Steuererh%C3%B6hungen.pdf
www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1923_1932.geo.json,1,1,1,0,http://www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1923_1932.geo.json,www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1923_1932.geo.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fkrdaten_staatsarchiv%2Fgeojson%2Fkarte_1923_1932.geo.json
www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1935_1967.geo.json,1,1,1,0,http://www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1935_1967.geo.json,www.wahlen.zh.ch/krdaten_staatsarchiv/geojson/karte_1935_1967.geo.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fkrdaten_staatsarchiv%2Fgeojson%2Fkarte_1935_1967.geo.json
www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk1.pdf,1,1,1,0,http://www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk1.pdf,www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk1.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fkr11%2Famtliches%2Fpdf%2Fwk1.pdf
www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk17.pdf,1,1,1,0,http://www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk17.pdf,www.wahlen.zh.ch/wahlen/kr11/amtliches/pdf/wk17.pdf,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fkr11%2Famtliches%2Fpdf%2Fwk17.pdf
www.wahlen.zh.ch/wahlen/kr11/dokumente/kandidierende_2011.xls,1,1,1,0,http://www.wahlen.zh.ch/wahlen/kr11/dokumente/kandidierende_2011.xls,www.wahlen.zh.ch/wahlen/kr11/dokumente/kandidierende_2011.xls,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fkr11%2Fdokumente%2Fkandidierende_2011.xls
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export.txt,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export.txt,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export.txt,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport.txt
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_bezirke.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_bezirke.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_bezirke.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_bezirke.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_1.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_1.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_1.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_1.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_2.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_2.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_2.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_2.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_3.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_3.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_3.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_3.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_3.json?1_0.4414315640635882,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_3.json?1_0.4414315640635882,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_3.json?1_0.4414315640635882,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_3.json%3F1_0.4414315640635882
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_4.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_4.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_4.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_4.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_5.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_5.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_5.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_5.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_6.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_6.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_6.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_6.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_7.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_7.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_7.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_7.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_8.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_8.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_8.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_8.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_9.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_9.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_9.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_9.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_10.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_10.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_10.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_10.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_11.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_11.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_11.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_11.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_12.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_12.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_12.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_12.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_13.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_13.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_13.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_13.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_14.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_14.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_14.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_14.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_15.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_15.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_15.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_15.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_16.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_16.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_16.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_16.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_17.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_17.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_17.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_17.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_18.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_18.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_18.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_18.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_19.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_19.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_19.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_19.json
www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_20.json,1,1,1,0,http://www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_20.json,www.wahlen.zh.ch/wahlen/nrw2015/tablive_vt220ioctl/export_gemeinden_liste_20.json,downloadUrl==http%3A%2F%2Fwww.wahlen.zh.ch%2Fwahlen%2Fnrw2015%2Ftablive_vt220ioctl%2Fexport_gemeinden_liste_20.json
